"ID","SX","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","LAYOUT","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLEVAL","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","CONF","update_stamp"
"4016","-4","SUVR_CSO_CC","BAIPETNMRC","BAI image analyses","-4","mean-cortical SUVR with combined centrum semiovale and corpus callasum as reference ROI","-4","-4","-4","-4","","-4","-4","-4","unitless","-4","(1). Included baseline florbetapir PET with pre-processing QC passed for ADNI-DOD.   (2) the SUVR was the SUV ratio in the mean-cortical ROI over  the reference ROI. (3) SPM5  was used for image processing  by ADNI Analysis Team at BAI please contact Kewei Chen, Ph.D. (kewei.chen@bannerhealth.com) and Eric M. Reiman, M.D. (4) data subject to change due to addtion/change of subjects, time points and/or analysis type (5), the field name consists of two parts: part 1  is suvr, and part 2 is the reference region used. ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4017","-4","SUVR_AVIDCRB","BAIPETNMRC","BAI image analyses","-4","mean-cortical mean-cortical SUVR with Avid defined cerebellum as Reference region","-4","-4","-4","-4","","-4","-4","-4","unitless","-4","(1). Included baseline florbetapir PET with pre-processing QC passed for ADNI-DOD.   (2) the SUVR was the SUV ratio in the mean-cortical ROI over  the reference ROI. (3) SPM5  was used for image processing  by ADNI Analysis Team at BAI please contact Kewei Chen, Ph.D. (kewei.chen@bannerhealth.com) and Eric M. Reiman, M.D. (4) data subject to change due to addtion/change of subjects, time points and/or analysis type (5), the field name consists of two parts: part 1  is suvr, and part 2 is the reference region used. ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4018","-4","RID","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","Participant roster ID","-4","-4","-4","-4","","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4019","-4","SCRNO","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","Participant roster ID","-4","-4","-4","-4","","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4020","-4","LONI_STUDY","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4021","-4","LONI_SERIES","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4022","-4","LONI_IMG_ID","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4023","-4","SCANDATE","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","Examination Date","-4","-4","-4","-4","","-4","-4","-4","CHAR(10)","-4","MM/DD/YYYY format","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4024","-4","SERIES_NUM","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4025","-4","CHOSEN","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4026","-4","STUDY_QUALITY","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4027","-4","SERIES_QUALITY","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4028","-4","UNIQUEID","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","Unique ID of MCH","-4","-4","-4","-4","","-4","-4","-4","CHAR(v)","-4","ID of MCH finding as determined by Analyist","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4029","-4","TYPE","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","Type of finding","-4","-4","-4","-4","","-4","-4","-4","CHAR(5)","-4","Type of finding","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4030","-4","STATUS","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","Status","-4","-4","-4","-4","","-4","-4","-4","CHAR(8)","-4","Status of data run.  Complete/Partial ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4031","-4","FINDCOMMENTS","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4032","-4","ATLASREGIONS","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","Atlas Regions","-4","-4","-4","-4","","-4","-4","-4","CHAR(200)","-4","Atlas Region of Finding","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4033","-4","RASLOCATIONS","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","RAS Location","-4","-4","-4","-4","","-4","-4","-4","CHAR(300)","-4","RAS Location of Finding","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4034","-4","NOFINDINGS","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","No Findings","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","(0) findings marked, (1) no findings","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4035","-4","SCAN_COMMENT","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4036","-4","EVALDATE","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4680","-4","ST85CV","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Cortical Volume (aparc.stats) of RightFusiform","-4","-4","N","10","0","-4","-4","-4","mm3","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"4037","-4","SERIES_UID","MAYO_MCH","Jack Lab - ADNI MRI MCH","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4038","-4","RID","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Participant roster ID","-4","-4","-4","-4","","-4","-4","-4","CHAR(10)","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4039","-4","SCRNO","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4040","-4","LONI_STUDY","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","LONI Study ID","-4","-4","-4","-4","","-4","-4","-4","CHAR(5)","-4","ADNI LONI Study ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4041","-4","LONI_SERIES","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","LONI Series ID","-4","-4","-4","-4","","-4","-4","-4","CHAR(7)","-4","ADNI LONI Series ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4042","-4","LONI_IMAGE","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4043","-4","SERIES_DATE","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Scan Date","-4","-4","-4","-4","","-4","-4","-4","CHAR(8)","-4","yyyymmdd","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4044","-4","SERIES_TIME","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Time","-4","-4","-4","-4","","-4","-4","-4","CHAR(12)","-4","hhmmss.xxx","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4045","-4","SERIES_NUMBER","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Number","-4","-4","-4","-4","","-4","-4","-4","CHAR(4)","-4","Series Number","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4046","-4","SERIES_DESCRIPTION","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Description","-4","-4","-4","-4","","-4","-4","-4","CHAR(34)","-4","Series Description","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4047","-4","SERIES_TYPE","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Type","-4","-4","-4","-4","","-4","-4","-4","CHAR(5)","-4","Series Type","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4048","-4","SOFTWARE_VERSION","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Software Version","-4","-4","-4","-4","","-4","-4","-4","CHAR(45)","-4","Software Version","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4049","-4","FIELD_STRENGTH","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Field Strength","-4","-4","-4","-4","","-4","-4","-4","CHAR(5)","-4","Field Strength","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4050","-4","COIL","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Coil","-4","-4","-4","-4","","-4","-4","-4","CHAR(32)","-4","Coil","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4051","-4","SERIES_QUALITY","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Quality","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (1) Excellent, (2) Good, (3) Fair, (4) Unusable","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4052","-4","SERIES_SELECTED","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Selected","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (0) Not selected, (1) Selected","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4681","-4","ST85SA","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Surface Area (aparc.stats) of RightFusiform","-4","-4","N","5","0","-4","-4","-4","mm2","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"4053","-4","SERIES_COMMENTS","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Comments","-4","-4","-4","-4","","-4","-4","-4","CHAR(200)","-4","Series Comments","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4054","-4","SERIES_COVERAGE_OCCIPITAL","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Coverage Occipital","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (0) No coverage issue, (1) Coverage issue","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4055","-4","SERIES_COVERAGE_VERMIS","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Coverage Vermis","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (0) No coverage issue, (1) Coverage issue","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4056","-4","SERIES_COVERAGE_CEREBELLUM","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Coverage Cerebellum","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (0) No coverage issue, (1) Coverage issue","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4057","-4","SERIES_COVERAGE_SUPERIOR","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Coverage Superior","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (0) No coverage issue, (1) Coverage issue","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4058","-4","SERIES_COVERAGE_TEMPORAL","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Coverage Temporal","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (0) No coverage issue, (1) Coverage issue","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4059","-4","SERIES_COVERAGE_OTHER","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","Series Coverage Other","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not evaluated, (0) No coverage issue, (1) Coverage issue","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4060","-4","T1_ACCELERATED","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","T1 Accelerated","-4","-4","-4","-4","","-4","-4","-4","Char (1)","-4","blank or Not applicable (-1), Non Accelerated (0) Accelerated (1)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4061","-4","fMRI_PHASE","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI Phase","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not relevant, (0) Not present, (1) Present","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4062","-4","fMRI_PENCIL","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI Pencil","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not relevant, (0) Not present, (1) Present","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4063","-4","fMRI_VENETIAN","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI Venetian","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not relevant, (0) Not present, (1) Present","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4064","-4","fMRI_DMN","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI DMN","-4","-4","-4","-4","","-4","-4","-4","CHAR(1)","-4","<blank> Not relevant, (0) Not present, (1) Present","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4065","-4","fMRI_YAW","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI Yaw","-4","-4","-4","-4","","-4","-4","-4","CHAR(7)","-4","Max yaw over time series (deg)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4066","-4","fMRI_ROLL","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI Roll","-4","-4","-4","-4","","-4","-4","-4","CHAR(7)","-4","Max roll over time series (deg)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4067","-4","fMRI_PITCH","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI Pitch","-4","-4","-4","-4","","-4","-4","-4","CHAR(7)","-4","Max pitch over time series (deg)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4068","-4","fMRI_MMZ","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI MMZ","-4","-4","-4","-4","","-4","-4","-4","CHAR(7)","-4","Max translation in Z over time series (mm)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4069","-4","fMRI_MMY","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI MMY","-4","-4","-4","-4","","-4","-4","-4","CHAR(7)","-4","Max translation in Y over time series (mm)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4070","-4","fMRI_MMX","MAYO_MRI_IMAGEQC","Jack Lab - ADNI GO/2 MRI QC","-4","fMRI MMX","-4","-4","-4","-4","","-4","-4","-4","CHAR(7)","-4","Max translation in X over time series (mm)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4677","-4","ST84SA","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Surface Area (aparc.stats) of RightFrontalPole","-4","-4","N","5","0","-4","-4","-4","mm2","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"4678","-4","ST84TA","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Thickness Average (aparc.stats) of RightFrontalPole","-4","-4","N","4","3","-4","-4","-4","mm","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
